vessel_id,mmsi,vessel_type,loa_m,draft_m,gross_tonnage,engine_power_kw,vessel_age_years,latitude,longitude,speed_knots,heading,distance_to_port_nm,timestamp,scheduled_eta,month,hour,day_of_week,is_weekend,estimated_service_time_hours,is_night,wind_speed_knots,wave_height_m,visibility_km,precipitation_mm,temperature_c,port_id,berth_id,berth_available_from,berth_max_length,berth_queue_length,crane_availability_ratio,port_congestion_index,traffic_density,port_avg_delay_last_24h,actual_delay_minutes,actual_arrival_time,assigned_berth,berth_waiting_time,berth_conflict_flag,congestion_level_future,queue_length_future
V00536,558102729,Container,238.9,15.01,21469,40196,3.3,34.5058,53.9242,17.2,8,30.0,2024-11-26T07:39:50,2024-11-26T09:24:24.830380,11,7,1,0,21.4,0,10.5,0.83,11.1,0.4,12.0,PORT_D,PORT_D_B10,2024-11-26T07:39:50,260,7,0.681,0.476,Medium,20.2,50.8,2024-11-26T10:15:12.830380,PORT_D_B10,65.8,1,0.859,12
V00573,791991696,LNG Carrier,305.1,11.03,123114,61299,3.5,52.7241,87.8506,17.6,320,176.0,2023-10-31T07:22:35,2023-10-31T17:23:45.029274,10,7,1,0,19.3,0,11.0,1.04,13.9,0.0,10.0,PORT_H,PORT_H_B03,2024-05-14T14:34:14.515831,340,6,0.692,0.688,Medium,37.7,71.1,2023-10-31T18:34:51.029274,PORT_H_B03,282052.5,1,1.0,10
V00235,709677795,RoRo,164.8,9.12,11958,24742,6.2,29.6155,46.3476,16.1,317,31.1,2023-01-21T08:44:12,2023-01-21T10:40:02.258723,1,8,5,1,33.9,0,3.2,0.23,12.8,2.5,8.7,PORT_C,PORT_C_B02,2024-12-05T09:24:25.448163,380,8,0.861,0.38,Low,18.5,52.4,2023-01-21T11:32:26.258723,PORT_C_B02,984916.2,1,0.685,8
V00023,444703908,Container,371.7,14.82,38657,64842,6.2,54.3052,87.3275,17.8,297,89.9,2023-08-02T12:30:29,2023-08-02T17:32:40.817992,8,12,2,0,16.2,0,25.2,1.77,16.4,0.0,24.0,PORT_H,PORT_H_B04,2024-06-03T09:53:35.035387,260,4,0.669,0.273,Low,16.7,52.7,2023-08-02T18:25:22.817992,PORT_H_B04,440164.5,1,0.614,4
V00305,488187518,Tanker,203.7,12.13,46270,51136,6.2,24.9001,37.5339,12.8,77,28.6,2024-04-21T22:14:27,2024-04-22T00:28:30.804968,4,22,6,1,6.0,1,12.0,1.08,13.9,0.0,24.4,PORT_B,PORT_B_B01,2024-04-21T22:14:27,380,7,0.79,0.538,Medium,28.1,65.8,2024-04-22T01:34:18.804968,PORT_B_B01,60.2,1,0.936,9
V00571,306492060,General Cargo,130.6,6.1,6362,3540,1.5,51.2537,83.2454,12.3,36,279.0,2024-01-20T09:34:19,2024-01-21T08:18:39.996273,1,9,5,1,23.5,0,3.7,0.26,16.0,2.9,5.1,PORT_H,PORT_H_B01,2024-11-19T14:15:21.581855,340,7,0.728,0.513,Medium,33.9,55.1,2024-01-21T09:13:45.996273,PORT_H_B01,436678.1,1,0.868,13
V00050,371779361,Container,244.8,12.31,105113,37212,1.5,56.6398,82.2168,17.8,113,247.4,2023-10-26T15:07:20,2023-10-27T05:02:42.433023,10,15,3,0,21.3,0,1.4,0.05,16.2,0.0,16.3,PORT_H,PORT_H_B00,2024-09-22T20:51:05.379601,340,1,0.946,0.124,Low,5.1,0.0,2023-10-27T05:02:42.433023,PORT_H_B00,477609.0,1,0.167,0
V00044,778722459,Container,324.7,13.41,29367,39650,2.5,49.9686,78.2917,17.7,276,17.6,2024-01-28T20:53:52,2024-01-28T21:53:29.295601,1,20,6,1,19.9,0,7.1,0.49,10.7,2.7,12.1,PORT_G,PORT_G_B02,2024-01-28T20:53:52,340,4,0.761,0.432,Medium,22.9,37.4,2024-01-28T22:30:53.295601,PORT_G_B02,33.4,0,0.747,6
V00562,726422170,General Cargo,104.7,8.2,28331,5440,6.7,30.3237,46.5942,12.2,241,40.6,2024-10-12T03:38:59,2024-10-12T06:58:15.555159,10,3,5,1,30.7,1,4.9,0.25,7.0,0.0,16.0,PORT_C,PORT_C_B08,2024-10-12T03:38:59,230,5,0.819,0.497,Medium,33.5,44.9,2024-10-12T07:43:09.555159,PORT_C_B08,41.3,1,0.769,4
V00544,355357535,Bulk Carrier,284.8,12.7,81331,28319,4.1,45.0566,71.3088,14.5,267,78.6,2024-02-05T21:06:56,2024-02-06T02:31:52.266934,2,21,0,0,22.5,1,9.7,0.61,12.1,0.7,20.4,PORT_F,PORT_F_B09,2024-02-05T21:06:56,340,3,0.761,0.421,Medium,23.8,41.6,2024-02-06T03:13:28.266934,PORT_F_B09,33.2,0,0.688,3
V00033,607437182,Container,363.8,11.92,38651,23957,7.2,55.7669,86.5348,16.9,214,56.1,2024-08-05T08:37:22,2024-08-05T11:56:35.901850,8,8,0,0,5.2,0,20.4,1.43,15.5,0.0,19.7,PORT_H,PORT_H_B10,2024-11-26T23:48:19.896991,180,6,0.713,0.513,Medium,28.2,70.7,2024-08-05T13:07:17.901850,PORT_H_B10,163415.8,1,0.911,8
V00077,790347117,General Cargo,160.3,6.41,11210,14259,13.2,45.3576,69.0554,12.9,110,60.6,2024-06-13T09:15:00,2024-06-13T13:56:07.067992,6,9,3,0,20.8,0,11.3,0.65,12.0,0.0,35.2,PORT_F,PORT_F_B00,2024-06-13T09:15:00,300,4,0.751,0.421,Low,19.5,44.4,2024-06-13T14:40:31.067992,PORT_F_B00,34.7,0,0.776,4
V00479,624993184,Container,256.1,10.93,22544,52999,8.1,50.94,76.1464,17.2,116,124.7,2024-05-14T20:37:53,2024-05-15T03:54:02.658632,5,20,1,0,10.0,0,15.5,1.35,14.4,0.0,27.4,PORT_G,PORT_G_B00,2024-07-15T07:41:28.781762,260,5,0.773,0.432,Low,24.6,50.8,2024-05-15T04:44:50.658632,PORT_G_B00,88062.0,1,0.809,6
V00458,260257561,Bulk Carrier,241.6,9.68,32594,30662,0.5,34.2168,55.0061,14.2,307,76.5,2023-10-14T08:42:37,2023-10-14T14:06:13.534148,10,8,5,1,5.7,0,2.7,0.14,13.6,0.0,13.7,PORT_D,PORT_D_B01,2023-10-14T08:42:37,260,4,0.762,0.472,Medium,24.3,34.3,2023-10-14T14:40:31.534148,PORT_D_B01,38.5,0,0.728,6
V00289,460757541,Container,219.0,14.16,103811,67341,9.2,38.4953,62.8297,17.7,331,103.1,2024-11-16T20:41:40,2024-11-17T02:30:38.469387,11,20,5,1,5.0,0,19.2,2.11,12.6,0.3,4.3,PORT_E,PORT_E_B07,2024-11-16T20:41:40,340,6,0.727,0.52,Medium,26.6,74.7,2024-11-17T03:45:20.469387,PORT_E_B07,49.3,1,0.969,11
V00425,202754427,Bulk Carrier,250.2,11.81,29106,45277,4.5,47.0412,72.544,13.3,231,195.7,2024-08-09T20:47:32,2024-08-10T11:33:02.196727,8,20,4,0,35.8,0,9.2,0.87,17.0,0.0,27.8,PORT_F,PORT_F_B11,2024-10-20T12:48:02.743611,340,3,0.754,0.421,Medium,25.1,28.6,2024-08-10T12:01:38.196727,PORT_F_B11,102319.9,1,0.709,6
V00586,641102415,General Cargo,139.1,8.31,7745,11167,9.9,50.2443,77.9331,13.6,164,15.2,2024-07-19T05:05:55,2024-07-19T06:12:56.780205,7,5,4,0,23.8,1,9.4,0.72,14.9,0.0,31.7,PORT_G,PORT_G_B00,2024-07-19T05:05:55,260,3,0.759,0.432,Medium,24.9,34.9,2024-07-19T06:47:50.780205,PORT_G_B00,28.7,0,0.695,5
V00361,368638769,General Cargo,157.5,8.31,11481,5611,0.8,55.1665,85.872,12.5,142,12.6,2024-03-18T02:32:08,2024-03-18T03:32:50.833227,3,2,0,0,5.2,1,13.7,1.21,16.5,0.0,27.1,PORT_H,PORT_H_B08,2024-04-20T18:56:58.317896,200,5,0.782,0.513,Medium,41.7,54.1,2024-03-18T04:26:56.833227,PORT_H_B08,48431.1,1,0.892,9
V00335,518092218,LNG Carrier,278.9,10.16,98208,56940,9.5,22.9343,36.1646,19.0,41,165.8,2023-05-11T10:14:57,2023-05-11T18:59:12.953509,5,10,3,0,12.9,0,13.3,1.4,16.0,0.0,25.6,PORT_B,PORT_B_B04,2024-08-21T15:48:12.268651,300,3,0.849,0.223,Low,13.5,34.2,2023-05-11T19:33:24.953509,PORT_B_B04,673723.0,1,0.445,3
V00331,398803135,Feeder,125.6,5.66,5971,3778,4.7,28.7354,45.8831,11.2,5,76.2,2024-08-27T14:02:15,2024-08-27T20:52:15.688549,8,14,1,0,27.9,0,6.9,0.41,15.6,0.0,30.0,PORT_C,PORT_C_B05,2024-08-27T14:02:15,380,5,0.693,0.497,Medium,29.1,47.9,2024-08-27T21:40:09.688549,PORT_C_B05,45.9,1,0.869,8
V00160,659225331,Tanker,280.2,10.68,71018,42302,4.4,45.3556,69.7894,13.4,149,24.8,2023-07-28T09:53:34,2023-07-28T11:44:51.593705,7,9,4,0,12.0,0,10.8,0.7,16.2,0.0,20.3,PORT_F,PORT_F_B06,2023-10-20T12:27:51.869085,380,4,0.825,0.184,Low,-1.7,39.3,2023-07-28T12:24:09.593705,PORT_F_B06,120999.0,1,0.464,3
V00152,483450554,General Cargo,95.2,6.56,13697,14159,0.5,50.0869,78.3356,12.4,255,20.8,2023-12-24T19:48:21,2023-12-24T21:28:42.722139,12,19,6,1,23.0,0,11.4,0.98,11.9,3.5,11.0,PORT_G,PORT_G_B00,2024-07-20T06:37:21.691325,260,5,0.77,0.443,Low,32.3,30.9,2023-12-24T21:59:36.722139,PORT_G_B00,300084.3,1,0.583,8
V00366,503566541,Bulk Carrier,297.0,11.61,64505,39922,13.4,34.9615,54.0344,13.3,318,3.1,2023-04-20T00:23:28,2023-04-20T00:37:24.446261,4,0,3,0,15.3,1,11.6,1.17,12.2,0.0,23.1,PORT_D,PORT_D_B02,2024-05-30T23:45:37.130587,380,5,0.728,0.553,Medium,25.3,50.8,2023-04-20T01:28:12.446261,PORT_D_B02,586019.3,1,1.0,6
V00488,673330303,Bulk Carrier,233.1,11.25,79761,43345,4.6,38.0718,63.2871,12.8,326,139.1,2023-05-25T05:29:30,2023-05-25T16:21:33.805902,5,5,3,0,24.4,1,16.0,1.68,20.2,0.0,22.9,PORT_E,PORT_E_B02,2024-09-02T04:14:29.175231,260,2,0.711,0.373,Low,22.6,43.2,2023-05-25T17:04:45.805902,PORT_E_B02,670287.7,1,0.664,3
V00363,202873039,Container,392.9,11.77,96922,51983,3.8,29.9578,46.064,17.9,303,4.6,2024-06-14T21:50:25,2024-06-14T22:05:52.449219,6,21,4,0,21.0,1,8.0,0.59,19.3,0.0,27.2,PORT_C,PORT_C_B08,2024-10-13T14:24:36.503760,230,5,0.632,0.497,Medium,27.9,45.8,2024-06-14T22:51:40.449219,PORT_C_B08,173776.1,1,0.804,7
V00330,775379545,Bulk Carrier,155.4,9.82,37364,24405,0.7,43.6234,62.2899,12.6,184,218.1,2024-09-05T06:00:03,2024-09-05T23:21:37.259103,9,6,3,0,16.5,0,22.8,2.36,17.7,0.0,17.2,PORT_E,PORT_E_B01,2024-09-05T06:00:03,260,5,0.741,0.52,Medium,26.5,69.2,2024-09-06T00:30:49.259103,PORT_E_B01,50.4,1,0.973,7
V00294,274041731,General Cargo,136.7,8.69,35748,9062,3.2,33.6537,52.0192,13.2,55,143.7,2024-11-03T20:51:20,2024-11-04T07:44:22.862076,11,20,6,1,34.1,0,3.5,0.18,15.9,1.0,18.1,PORT_D,PORT_D_B05,2024-11-03T20:51:20,230,4,0.773,0.476,Medium,29.4,28.4,2024-11-04T08:12:46.862076,PORT_D_B05,40.0,0,0.778,6
V00349,257562305,Tanker,241.8,9.21,41902,49213,1.2,24.0659,38.5997,14.0,327,66.6,2023-09-22T05:31:40,2023-09-22T10:17:36.986819,9,5,4,0,17.0,1,5.0,0.35,14.5,0.0,22.7,PORT_B,PORT_B_B04,2023-09-22T05:31:40,300,3,0.767,0.287,Low,21.2,39.8,2023-09-22T10:57:24.986819,PORT_B_B04,32.3,0,0.55,5
V00405,789720102,Container,237.2,14.38,118129,34313,8.5,40.788,61.3897,17.8,142,59.8,2023-03-03T19:58:51,2023-03-03T23:20:40.332065,3,19,4,0,25.9,0,12.1,1.11,15.4,0.0,19.0,PORT_E,PORT_E_B07,2024-11-17T08:42:44.690690,340,3,0.872,0.0,Low,3.7,19.1,2023-03-03T23:39:46.332065,PORT_E_B07,899129.9,1,0.403,0
V00221,612293742,RoRo,120.9,7.58,36054,23312,1.3,45.276,69.632,15.4,126,27.6,2023-05-25T22:30:34,2023-05-26T00:17:54.705901,5,22,3,0,21.1,1,15.4,1.59,14.9,0.0,34.6,PORT_F,PORT_F_B05,2024-02-11T07:46:45.240296,150,4,0.946,0.114,Low,9.3,41.3,2023-05-26T00:59:12.705901,PORT_F_B05,376285.9,1,0.532,5
V00379,242800192,Container,341.3,13.7,38802,39058,12.3,45.7356,71.09,16.2,235,78.9,2024-07-15T02:54:01,2024-07-15T07:45:34.485768,7,2,0,0,35.7,1,18.9,1.27,14.9,0.0,26.1,PORT_F,PORT_F_B06,2024-07-15T02:54:01,380,5,0.749,0.421,Low,30.6,54.0,2024-07-15T08:39:34.485768,PORT_F_B06,43.1,1,0.783,12
V00300,667600763,RoRo,162.3,7.92,8948,15507,3.8,58.3575,85.8694,15.5,177,201.6,2023-05-19T04:16:11,2023-05-19T17:18:02.566843,5,4,4,0,33.2,1,12.2,0.84,13.0,0.0,30.5,PORT_H,PORT_H_B03,2023-11-01T13:51:50.714329,340,3,0.864,0.21,Low,17.2,28.2,2023-05-19T17:46:14.566843,PORT_H_B03,238832.5,1,0.63,5
V00104,350519598,Tanker,261.0,13.19,107232,52895,14.6,45.7601,70.967,13.6,231,73.8,2023-10-30T04:54:44,2023-10-30T10:19:16.275852,10,4,0,0,9.4,1,3.8,0.22,17.4,0.0,12.6,PORT_F,PORT_F_B02,2023-12-19T06:24:18.341860,340,5,0.724,0.651,Medium,35.9,70.4,2023-10-30T11:29:40.275852,PORT_F_B02,71740.8,1,1.0,5
V00341,727076989,General Cargo,90.6,8.2,12561,12293,8.4,26.8511,46.2219,10.7,355,189.4,2023-11-10T12:36:27,2023-11-11T06:14:44.134719,11,12,4,0,34.3,0,38.8,4.29,11.9,0.4,5.0,PORT_C,PORT_C_B00,2024-06-03T20:48:05.068046,180,2,0.903,0.155,Low,10.8,58.7,2023-11-11T07:13:26.134719,PORT_C_B00,296032.2,1,0.5,3
V00553,268244922,Tanker,322.8,14.83,40254,37527,9.1,36.8141,55.4354,14.6,218,138.8,2024-11-05T10:55:28,2024-11-05T20:26:35.144649,11,10,1,0,26.2,0,8.1,0.61,12.8,1.8,16.8,PORT_D,PORT_D_B02,2024-11-05T10:55:28,380,3,0.83,0.476,Medium,25.1,45.2,2024-11-05T21:11:47.144649,PORT_D_B02,29.9,0,0.864,5
V00219,278198717,VLCC,314.1,18.88,94915,106775,3.4,44.7738,72.9764,11.4,274,179.1,2024-02-16T11:05:11,2024-02-17T02:48:17.549692,2,11,4,0,23.5,0,31.8,3.4,13.1,1.5,7.8,PORT_F,PORT_F_B06,2024-07-16T20:19:11.193264,380,5,0.682,0.421,Low,26.5,80.5,2024-02-17T04:08:47.549692,PORT_F_B06,217025.3,1,0.926,5
V00574,430879257,RoRo,207.3,9.79,41024,17227,12.1,43.9484,69.6145,15.2,20,67.2,2023-03-21T09:31:56,2023-03-21T13:57:21.209701,3,9,1,0,11.2,0,8.4,0.65,15.7,0.0,18.5,PORT_F,PORT_F_B10,2023-09-14T13:02:52.304871,340,5,0.667,0.686,Medium,40.1,75.6,2023-03-21T15:12:57.209701,PORT_F_B10,254790.2,1,0.862,8
V00065,745098870,LNG Carrier,320.1,11.11,112820,66784,2.3,27.4056,38.3192,18.6,187,145.6,2024-03-10T21:55:02,2024-03-11T05:44:27.197620,3,21,6,1,26.7,1,19.1,2.15,17.2,0.0,8.2,PORT_B,PORT_B_B01,2024-04-22T07:36:11.826578,380,9,0.757,0.538,Medium,38.2,100.2,2024-03-11T07:24:39.197620,PORT_B_B01,60565.6,1,1.0,15
V00374,509893264,Car Carrier,185.4,8.43,31222,31017,10.6,46.5229,70.6395,18.1,202,99.1,2023-10-12T03:05:05,2023-10-12T08:34:05.627399,10,3,3,0,4.8,1,8.2,0.8,11.8,0.0,16.2,PORT_F,PORT_F_B11,2024-08-11T23:51:01.489565,340,4,0.811,0.394,Low,13.5,38.2,2023-10-12T09:12:17.627399,PORT_F_B11,438673.9,1,0.721,7
V00584,797398529,Car Carrier,146.0,9.43,43037,14540,3.7,55.3867,85.9645,17.0,174,23.3,2024-02-08T01:38:57,2024-02-08T03:01:08.179218,2,1,3,0,12.4,1,7.4,0.64,17.0,2.1,15.2,PORT_H,PORT_H_B03,2024-02-08T01:38:57,340,6,0.725,0.513,Medium,27.4,46.8,2024-02-08T03:47:56.179218,PORT_H_B03,53.0,1,0.876,6
V00309,698976918,Container,286.4,14.84,75022,24083,8.0,50.771,77.6926,17.6,158,49.8,2024-10-22T07:25:38,2024-10-22T10:15:36.131474,10,7,1,0,21.9,0,4.1,0.34,15.3,0.0,11.3,PORT_G,PORT_G_B02,2024-10-22T07:25:38,340,5,0.767,0.432,Low,22.3,52.4,2024-10-22T11:08:00.131474,PORT_G_B02,50.9,1,0.799,7
V00335,518092218,LNG Carrier,278.9,10.16,98208,56940,9.5,19.6095,28.2343,19.2,77,108.5,2024-04-18T17:03:32,2024-04-18T22:43:20.781599,4,17,3,0,14.3,0,15.6,0.98,15.9,0.0,23.1,PORT_A,PORT_A_B05,2024-04-18T17:03:32,340,5,0.749,0.396,Low,17.0,62.4,2024-04-18T23:45:44.781599,PORT_A_B05,55.5,1,0.822,5
V00395,790661741,Car Carrier,195.3,8.52,28326,31818,14.8,55.2194,85.8455,16.1,144,16.1,2024-08-23T09:49:29,2024-08-23T10:49:32.753651,8,9,4,0,25.8,0,20.1,1.3,9.5,0.0,25.2,PORT_H,PORT_H_B05,2024-08-23T09:49:29,300,7,0.813,0.513,Medium,31.9,74.8,2024-08-23T12:04:20.753651,PORT_H_B05,60.2,1,1.0,8
V00383,489385260,VLCC,357.8,21.54,127443,83491,4.3,40.3989,62.3786,12.1,223,33.0,2023-06-24T03:30:57,2023-06-24T06:14:45.131382,6,3,5,1,4.2,1,16.9,1.65,15.3,0.0,34.8,PORT_E,PORT_E_B06,2023-08-28T19:24:28.741199,380,5,0.808,0.328,Low,21.8,51.5,2023-06-24T07:06:15.131382,PORT_E_B06,94387.1,1,0.727,6
V00309,698976918,Container,286.4,14.84,75022,24083,8.0,42.9843,64.1618,18.2,215,221.1,2024-05-02T21:08:59,2024-05-03T09:18:32.332500,5,21,3,0,23.9,1,6.6,0.55,18.5,0.0,31.6,PORT_E,PORT_E_B03,2024-05-02T21:08:59,300,10,0.812,0.52,Medium,33.7,82.5,2024-05-03T10:41:02.332500,PORT_E_B03,95.6,1,0.984,12
V00201,638508550,Tanker,272.0,16.62,96125,26235,5.4,24.5622,38.1239,14.2,344,27.3,2024-12-20T11:49:50,2024-12-20T13:45:09.586156,12,11,4,0,30.6,0,3.5,0.22,16.4,0.3,14.4,PORT_B,PORT_B_B01,2024-12-20T11:49:50,380,6,0.712,0.538,Medium,30.1,57.7,2024-12-20T14:42:51.586156,PORT_B_B01,53.2,1,0.928,0
V00023,444703908,Container,371.7,14.82,38657,64842,6.2,55.0007,85.4767,16.7,90,31.4,2024-04-10T06:11:19,2024-04-10T08:04:24.335588,4,6,2,0,19.5,0,11.1,1.08,14.3,0.0,27.6,PORT_H,PORT_H_B08,2024-04-10T06:11:19,200,4,0.735,0.513,Medium,29.8,49.7,2024-04-10T08:54:06.335588,PORT_H_B08,41.7,0,0.878,11
V00035,548195936,Container,218.4,14.15,58673,66963,1.2,20.6013,30.1643,16.7,195,37.4,2023-06-04T16:23:03,2023-06-04T18:37:08.838225,6,16,6,1,20.7,0,15.2,1.52,12.6,0.0,30.8,PORT_A,PORT_A_B11,2024-04-16T11:34:27.407526,340,2,0.798,0.342,Low,14.9,43.6,2023-06-04T19:20:44.838225,PORT_A_B11,456031.6,1,0.666,6
V00048,297613239,Tanker,319.9,19.49,102167,31657,0.5,43.8291,69.5126,13.7,22,76.1,2024-03-28T00:50:12,2024-03-28T06:22:32.377342,3,0,3,0,11.6,1,2.5,0.11,17.0,0.0,18.8,PORT_F,PORT_F_B02,2024-03-28T00:50:12,340,5,0.64,0.421,Low,13.1,36.9,2024-03-28T06:59:26.377342,PORT_F_B02,42.1,1,0.751,9
V00112,630613730,Tanker,279.7,11.34,30546,15654,3.5,20.0871,30.4092,14.0,257,25.1,2023-03-08T19:20:44,2023-03-08T21:08:25.144928,3,19,2,0,30.8,0,11.6,0.7,17.0,0.0,23.8,PORT_A,PORT_A_B11,2023-06-05T16:02:06.544892,340,1,0.758,0.182,Low,10.9,10.0,2023-03-08T21:18:25.144928,PORT_A_B11,127852.6,1,0.231,0
V00057,776567502,General Cargo,83.6,7.33,23992,7298,7.1,35.5086,53.4999,12.3,135,42.8,2023-11-03T10:35:10,2023-11-03T14:03:32.395702,11,10,4,0,13.8,0,3.5,0.27,15.8,0.1,16.6,PORT_D,PORT_D_B01,2023-11-03T10:35:10,260,3,0.717,0.275,Low,18.6,17.0,2023-11-03T14:20:32.395702,PORT_D_B01,25.3,0,0.563,1
V00572,322851169,Car Carrier,189.3,8.56,48117,24540,4.6,45.6379,70.1412,16.1,192,39.2,2023-08-17T02:01:57,2023-08-17T04:27:38.964462,8,2,3,0,18.5,1,1.6,0.07,14.6,0.0,22.6,PORT_F,PORT_F_B08,2024-08-17T02:07:14.792474,300,4,0.759,0.351,Low,18.4,24.3,2023-08-17T04:51:56.964462,PORT_F_B08,526909.0,1,0.621,7
V00020,514797777,Container,186.9,13.82,51435,46411,19.1,44.9763,69.8098,17.2,82,11.5,2024-10-04T19:34:11,2024-10-04T20:14:14.784605,10,19,4,0,14.5,0,25.6,2.24,19.4,0.0,15.7,PORT_F,PORT_F_B06,2024-10-04T19:34:11,380,5,0.801,0.421,Low,23.5,62.8,2024-10-04T21:17:02.784605,PORT_F_B06,51.4,1,0.834,6
V00469,786905285,Cruise,307.0,9.04,90668,61714,0.5,24.9749,37.842,19.2,80,9.6,2023-06-18T05:38:22,2023-06-18T06:08:17.931801,6,5,6,1,27.3,1,46.2,5.36,11.4,0.0,29.8,PORT_B,PORT_B_B00,2023-06-18T05:38:22,340,4,0.711,0.543,Medium,27.5,95.5,2023-06-18T07:43:47.931801,PORT_B_B00,33.9,0,0.886,12
V00591,717746927,Container,332.8,14.37,106169,35155,13.2,44.8599,70.2558,16.6,298,17.5,2024-04-26T02:04:16,2024-04-26T03:07:42.384845,4,2,4,0,32.4,1,21.3,1.51,17.0,0.0,20.4,PORT_F,PORT_F_B11,2024-04-26T02:04:16,340,5,0.714,0.421,Low,24.6,55.4,2024-04-26T04:03:06.384845,PORT_F_B11,41.6,1,0.78,8
V00212,382204746,Tanker,308.5,19.82,88681,33799,4.4,46.002,80.9524,13.3,323,298.2,2024-01-05T14:35:30,2024-01-06T12:58:21.172176,1,14,4,0,27.3,0,10.1,0.84,15.3,0.5,8.5,PORT_G,PORT_G_B02,2024-10-23T09:00:40.632279,340,5,0.836,0.432,Low,30.8,51.8,2024-01-06T13:50:09.172176,PORT_G_B02,418792.4,1,0.857,5
V00479,624993184,Container,256.1,10.93,22544,52999,8.1,24.5461,38.0635,17.6,352,27.5,2023-07-04T23:24:57,2023-07-05T00:58:48.032357,7,23,1,0,29.6,1,8.7,0.7,14.5,0.0,32.1,PORT_B,PORT_B_B04,2023-09-23T03:54:49.588782,300,4,0.726,0.44,Medium,25.0,40.5,2023-07-05T01:39:18.032357,PORT_B_B04,115368.5,1,0.763,3
V00337,773523189,Bulk Carrier,279.3,13.54,56400,34250,11.6,55.6298,86.0489,13.2,184,37.9,2024-10-23T10:12:59,2024-10-23T13:04:49.993693,10,10,2,0,14.2,0,7.8,0.5,18.1,0.0,16.5,PORT_H,PORT_H_B03,2024-10-23T10:12:59,340,4,0.766,0.513,Medium,33.1,39.9,2024-10-23T13:44:43.993693,PORT_H_B03,37.4,0,0.86,9
V00067,373461958,Bulk Carrier,156.1,13.13,74810,28966,0.8,20.6852,29.8413,13.9,166,42.2,2024-04-27T04:00:23,2024-04-27T07:02:44.282660,4,4,5,1,12.5,1,3.4,0.22,13.9,0.0,20.4,PORT_A,PORT_A_B03,2024-10-12T17:43:32.040876,200,5,0.769,0.396,Low,24.7,26.7,2024-04-27T07:29:26.282660,PORT_A_B03,242584.7,1,0.686,6
V00499,563692736,RoRo,159.1,8.31,40026,29576,4.2,29.291,45.2737,15.5,45,60.9,2024-06-25T11:22:08,2024-06-25T15:17:22.925142,6,11,1,0,31.7,0,24.6,2.53,27.7,0.0,37.1,PORT_C,PORT_C_B10,2024-06-25T11:22:08,300,3,0.699,0.497,Medium,29.7,70.3,2024-06-25T16:27:40.925142,PORT_C_B10,24.7,0,0.92,4
V00524,638211093,LNG Carrier,324.9,11.78,100367,86397,3.8,25.03,37.9098,17.7,108,5.7,2023-08-09T04:25:40,2023-08-09T04:44:58.940139,8,4,2,0,34.4,1,35.5,3.05,16.2,0.0,30.5,PORT_B,PORT_B_B01,2024-12-21T21:21:03.734271,380,5,0.706,0.518,Medium,30.7,75.7,2023-08-09T06:00:40.940139,PORT_B_B01,720967.4,1,1.0,9
V00381,227772221,General Cargo,100.2,9.79,17877,7903,1.3,24.8505,37.7418,13.0,59,17.9,2023-01-28T08:01:47,2023-01-28T09:24:34.493361,1,8,5,1,28.8,0,11.6,1.15,12.8,2.6,9.3,PORT_B,PORT_B_B01,2023-08-10T16:25:25.498428,380,2,0.753,0.282,Low,20.3,34.4,2023-01-28T09:58:58.493361,PORT_B_B01,279762.8,1,0.664,6
V00264,660219457,Container,234.4,10.96,107178,32522,29.8,29.7822,46.2039,17.5,316,17.9,2023-12-21T16:15:20,2023-12-21T17:16:45.567899,12,16,3,0,16.3,0,2.8,0.19,12.8,2.1,11.8,PORT_C,PORT_C_B01,2024-10-31T20:31:24.531914,260,2,0.912,0.027,Low,8.5,12.0,2023-12-21T17:28:45.567899,PORT_C_B01,453802.1,1,0.13,2
V00473,690523713,General Cargo,84.4,5.62,24552,8147,10.5,24.2822,36.8292,11.9,58,82.4,2024-06-24T15:51:02,2024-06-24T22:45:45.579498,6,15,0,0,22.9,0,16.4,1.31,15.2,0.0,27.7,PORT_B,PORT_B_B02,2024-08-03T06:29:36.055042,300,6,0.669,0.538,Medium,34.6,61.4,2024-06-24T23:47:09.579498,PORT_B_B02,56612.4,1,0.873,9
V00181,444378799,Bulk Carrier,283.9,12.9,44054,20376,3.8,55.1687,86.1822,13.5,227,14.9,2024-03-12T02:51:00,2024-03-12T03:57:12.086633,3,2,1,0,5.9,1,7.6,0.71,14.7,0.0,13.3,PORT_H,PORT_H_B05,2024-08-24T13:50:08.626822,300,4,0.838,0.513,Medium,34.8,52.3,2024-03-12T04:49:30.086633,PORT_H_B05,238188.9,1,0.869,3
V00493,779184668,Container,224.3,12.37,23945,44826,6.3,28.7257,45.381,17.3,25,85.0,2024-08-11T13:45:35,2024-08-11T18:40:18.368920,8,13,6,1,19.3,0,6.1,0.37,13.9,0.0,27.0,PORT_C,PORT_C_B08,2024-08-11T13:45:35,230,3,0.763,0.497,Medium,35.1,38.1,2024-08-11T19:18:24.368920,PORT_C_B08,24.7,0,0.808,5
